project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,is_geocoded,project_title,start_actual_isodate,start_actual_type,end_actual_isodate,end_actual_type,donors,donors_iso3,ad_sector_codes,ad_sector_names,status,total_commitments,total_disbursements,even_split_commitments,even_split_disbursements
87292861561,87292861561_8629994,1.0,8629994.0,Beamoas,-9.0,125.38333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8628940,1.0,8628940.0,Becora,-8.566,125.6,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1942938,1.0,1942938.0,Bercoli,-8.58917,126.38778,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1944328,1.0,1944328.0,Bihala,-9.28083,124.37306,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1943202,1.0,1943202.0,Borala,-8.74028,126.38722,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629407,1.0,8629407.0,Cabira Oan,-8.86667,126.36667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8643260,1.0,8643260.0,Cai Uai Ho O,-8.71667,126.36667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629356,1.0,8629356.0,Caicoli,-9.38333,125.16667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1943189,1.0,1943189.0,Cailetiana,-8.68278,126.37167,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8630003,1.0,8630003.0,Camalpun,-8.66667,125.43333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1942849,1.0,1942849.0,Camedar,-8.97167,126.05889,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1943793,1.0,1943793.0,Caraubalo,-8.85889,126.36389,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1943284,1.0,1943284.0,Carlilo,-8.53389,126.00667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1639958,1.0,1639958.0,Citrana,-9.32909,124.09189,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8617938,1.0,8617938.0,Costa,-9.2769,124.42085,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8630000,1.0,8630000.0,Cota Heu,-8.73333,125.38333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8628951,1.0,8628951.0,Cotolau,-8.63333,125.6,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8630069,1.0,8630069.0,Datolor,-9.06667,125.91667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8630089,1.0,8630089.0,Dolibuti,-8.76667,126.41667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629977,1.0,8629977.0,Fahiria,-8.71667,125.5,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1946098,1.0,1946098.0,Fanalolo,-8.56972,126.68222,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1945550,1.0,1945550.0,Fatucahi,-9.03514,125.98677,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8630067,1.0,8630067.0,Fatuco,-8.96667,125.66667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1942638,1.0,1942638.0,Fatumanaro,-8.61806,125.66528,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1944205,1.0,1944205.0,Fatunababo,-9.35778,124.23,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8617845,1.0,8617845.0,Faturasa,-8.66667,125.71667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629996,1.0,8629996.0,Foho Rua,-9.3,125.23333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1943259,1.0,1943259.0,Fohomano,-8.79861,126.55444,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1942951,1.0,1942951.0,Gariuai,-8.54444,126.41056,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1943951,1.0,1943951.0,Gildapil,-9.12174,125.21398,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1944605,1.0,1944605.0,Goulolo,-8.80167,125.42972,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629993,1.0,8629993.0,Gudataz,-9.13333,125.3,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629984,1.0,8629984.0,Guer-Udo,-9.0,125.51667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1945099,1.0,1945099.0,Hatete,-8.77694,125.36889,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1643400,1.0,1643400.0,Hatolia,-8.81139,125.31833,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629367,1.0,8629367.0,Hatuhei,-8.85,125.48333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1944798,1.0,1944798.0,Hatupae,-8.83,125.59778,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1643345,1.0,1643345.0,Hera,-8.53833,125.68444,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629990,1.0,8629990.0,Heu-Uai,-8.46667,126.43333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8617685,1.0,8617685.0,Hoholau,-8.75,125.5,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629705,1.0,8629705.0,Humboe,-8.75853,125.43022,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8630052,1.0,8630052.0,IIat Kora,-8.93333,125.38333,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629975,1.0,8629975.0,IIimano,-8.48333,125.85,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629132,1.0,8629132.0,Iliheu,-8.53333,125.95,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1944536,1.0,1944536.0,Ilimano,-8.47639,125.85694,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8629978,1.0,8629978.0,Lacabou,-8.71667,125.65,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_8642867,1.0,8642867.0,Lactil,-9.03333,125.31667,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
87292861561,87292861561_1944637,1.0,1944637.0,Lafulau,-8.80278,125.92194,PPL,populated place,1.0,Basic Education Programme,2009-01-01,start-actual,2013-12-31,end-actual,DFAT - Australian Aid Program|Australian Aid Program|Government of Netherland|Government of Sweden|UNICEF Core Resources|United Nations Children's Fund,AUS|AUS|NLD|SWE|DAC|DAC,110,Education,Implementation,2.503005612E7,2.827250761E7,161484.233032,182403.274903
